WKT,name,description
"POINT (-74.5303887 39.4933397)",C-Wing MAIN (100s),
"POINT (-74.5307739 39.4933191)",D-Wing MAIN (100s),
"POINT (-74.5313563 39.49289)",F_WING_MAIN(200s),
"POINT (-74.5323688 39.4921583)",I-Wing (200s),
"POINT (-74.5317285 39.4921443)",H_WING_ENTRANCE(200s),
"POINT (-74.5324462 39.4920346)",J-Wing (200s),
"POINT (-74.5307356 39.4938104)",D_WING_BACK_ENTRANCE 100s,
"POINT (-74.5304714 39.4938228)",C_WING_BACK_ENTRANCE 100s,
"LINESTRING (-74.5303665 39.4932579, -74.5303887 39.4933397)",C-Wing MAIN (100s), Exit_Stairs_C,
"LINESTRING (-74.5316869 39.4920662, -74.531702 39.4921365)",College_Walk_O, H_Wing_Entrance (100s),
"LINESTRING (-74.5321962 39.4921426, -74.5321943 39.4923697)",I-Wing Stairway, H_WING_ENTRANCE_1,
"LINESTRING (-74.5307356 39.4938104, -74.5304714 39.4938228)",D_WING_BACK_ENTRANCE (100s), C_WING_BACK_ENTRANCE (100s),
"LINESTRING (-74.5304714 39.4938228, -74.5303887 39.4933397)",C-Wing MAIN (100s), C_WING_BACK_ENTRANCE (100s),
"LINESTRING (-74.5307739 39.4933191, -74.5307356 39.4938104)",D-Wing MAIN (100s), D_WING_BACK_ENTRANCE (100s),
"LINESTRING (-74.5317285 39.4921443, -74.5320566 39.4923591)",H_WING_ENTRANCE(200s), H_WING_MAIN (200s),
"POINT (-74.5316327 39.4926777)",F_Wing_200s_Connector,
"LINESTRING (-74.5318608 39.4925506, -74.5316327 39.4926777)",G_WING_MAIN (200s), F_Wing_200s_Connector,
"LINESTRING (-74.5313563 39.49289, -74.5316327 39.4926777)",F_WING_MAIN(200s), F_Wing_200s_Connector,
